TypeNum:72, icd_code:D_428.0, Count:4581, avg_rank:5.817944, Accuracy:0.967693
TypeNum:1125, icd_code:D_E853.2, Count:18, avg_rank:1296.166667, Accuracy:0.000000
TypeNum:1429, icd_code:D_721.90, Count:18, avg_rank:1028.500000, Accuracy:0.000000
TypeNum:884, icd_code:D_568.89, Count:18, avg_rank:907.888889, Accuracy:0.000000
TypeNum:1638, icd_code:D_V15.1, Count:18, avg_rank:1280.555556, Accuracy:0.000000
TypeNum:697, icd_code:D_E870.8, Count:18, avg_rank:689.166667, Accuracy:0.000000
TypeNum:711, icd_code:D_338.4, Count:18, avg_rank:1167.055556, Accuracy:0.000000
TypeNum:1534, icd_code:D_996.04, Count:18, avg_rank:359.388889, Accuracy:0.000000
TypeNum:2726, icd_code:D_996.79, Count:18, avg_rank:998.166667, Accuracy:0.000000
TypeNum:790, icd_code:D_998.81, Count:18, avg_rank:1236.055556, Accuracy:0.000000
TypeNum:1970, icd_code:D_607.84, Count:18, avg_rank:1309.055556, Accuracy:0.000000
TypeNum:1391, icd_code:D_362.21, Count:18, avg_rank:3.222222, Accuracy:1.000000
TypeNum:1084, icd_code:D_996.86, Count:18, avg_rank:889.944444, Accuracy:0.000000
TypeNum:1849, icd_code:D_054.10, Count:18, avg_rank:1212.111111, Accuracy:0.000000
TypeNum:1616, icd_code:D_535.10, Count:18, avg_rank:880.500000, Accuracy:0.000000
TypeNum:1064, icd_code:D_537.0, Count:17, avg_rank:870.705882, Accuracy:0.000000
TypeNum:2178, icd_code:D_758.0, Count:17, avg_rank:537.058824, Accuracy:0.000000
TypeNum:839, icd_code:D_E950.0, Count:17, avg_rank:445.411765, Accuracy:0.117647
TypeNum:1748, icd_code:D_786.03, Count:17, avg_rank:1308.117647, Accuracy:0.000000
TypeNum:2297, icd_code:D_331.82, Count:17, avg_rank:961.470588, Accuracy:0.000000
TypeNum:1335, icd_code:D_593.81, Count:17, avg_rank:809.647059, Accuracy:0.000000
TypeNum:2053, icd_code:D_726.10, Count:17, avg_rank:1223.411765, Accuracy:0.000000
TypeNum:541, icd_code:D_729.73, Count:17, avg_rank:744.058824, Accuracy:0.000000
TypeNum:1823, icd_code:D_795.79, Count:17, avg_rank:1213.058824, Accuracy:0.000000
TypeNum:2784, icd_code:D_934.8, Count:17, avg_rank:1030.941176, Accuracy:0.000000
TypeNum:373, icd_code:D_191.9, Count:17, avg_rank:162.294118, Accuracy:0.411765
TypeNum:1889, icd_code:D_427.69, Count:17, avg_rank:1371.529412, Accuracy:0.000000
TypeNum:852, icd_code:D_532.00, Count:17, avg_rank:868.352941, Accuracy:0.000000
TypeNum:785, icd_code:D_510.0, Count:17, avg_rank:720.764706, Accuracy:0.000000
TypeNum:1233, icd_code:D_733.09, Count:17, avg_rank:1376.058824, Accuracy:0.000000
TypeNum:2313, icd_code:D_425.8, Count:17, avg_rank:1768.470588, Accuracy:0.000000
TypeNum:1818, icd_code:D_571.42, Count:17, avg_rank:563.882353, Accuracy:0.000000
TypeNum:990, icd_code:D_348.8, Count:17, avg_rank:739.294118, Accuracy:0.000000
TypeNum:1853, icd_code:D_433.11, Count:17, avg_rank:513.117647, Accuracy:0.000000
TypeNum:652, icd_code:D_995.93, Count:17, avg_rank:1178.705882, Accuracy:0.000000
TypeNum:1313, icd_code:D_455.8, Count:17, avg_rank:1004.764706, Accuracy:0.000000
TypeNum:488, icd_code:D_V45.12, Count:17, avg_rank:1995.470588, Accuracy:0.000000
TypeNum:1435, icd_code:D_250.92, Count:17, avg_rank:716.823529, Accuracy:0.000000
TypeNum:2012, icd_code:D_447.6, Count:17, avg_rank:1313.352941, Accuracy:0.000000
TypeNum:1164, icd_code:D_157.0, Count:16, avg_rank:525.000000, Accuracy:0.000000
TypeNum:995, icd_code:D_E950.3, Count:16, avg_rank:434.312500, Accuracy:0.437500
TypeNum:619, icd_code:D_796.3, Count:16, avg_rank:1745.375000, Accuracy:0.000000
TypeNum:847, icd_code:D_435.9, Count:16, avg_rank:811.000000, Accuracy:0.000000
TypeNum:2358, icd_code:D_996.65, Count:16, avg_rank:1389.500000, Accuracy:0.000000
TypeNum:346, icd_code:D_999.8, Count:16, avg_rank:1271.500000, Accuracy:0.000000
TypeNum:255, icd_code:D_721.1, Count:16, avg_rank:1497.437500, Accuracy:0.000000
TypeNum:1330, icd_code:D_V58.11, Count:16, avg_rank:701.125000, Accuracy:0.000000
TypeNum:1196, icd_code:D_715.95, Count:16, avg_rank:1257.000000, Accuracy:0.000000
TypeNum:2723, icd_code:D_710.2, Count:16, avg_rank:855.625000, Accuracy:0.000000
TypeNum:1520, icd_code:D_227.0, Count:16, avg_rank:1547.875000, Accuracy:0.000000
TypeNum:1861, icd_code:D_333.0, Count:16, avg_rank:782.687500, Accuracy:0.000000
TypeNum:980, icd_code:D_V54.19, Count:16, avg_rank:619.500000, Accuracy:0.000000
TypeNum:1620, icd_code:D_E935.8, Count:16, avg_rank:1472.812500, Accuracy:0.000000
TypeNum:2580, icd_code:D_795.5, Count:16, avg_rank:1007.687500, Accuracy:0.000000
TypeNum:2045, icd_code:D_588.0, Count:16, avg_rank:981.875000, Accuracy:0.000000
TypeNum:546, icd_code:D_457.8, Count:16, avg_rank:1481.875000, Accuracy:0.000000
TypeNum:503, icd_code:D_338.19, Count:16, avg_rank:1211.062500, Accuracy:0.000000
TypeNum:2140, icd_code:D_303.00, Count:16, avg_rank:999.062500, Accuracy:0.000000
TypeNum:2864, icd_code:D_358.01, Count:16, avg_rank:422.500000, Accuracy:0.000000
TypeNum:715, icd_code:D_426.82, Count:16, avg_rank:1246.062500, Accuracy:0.000000
TypeNum:1106, icd_code:D_852.01, Count:16, avg_rank:957.187500, Accuracy:0.000000
TypeNum:615, icd_code:D_196.0, Count:16, avg_rank:639.000000, Accuracy:0.000000
TypeNum:1726, icd_code:D_V49.73, Count:16, avg_rank:502.937500, Accuracy:0.000000
TypeNum:1610, icd_code:D_789.01, Count:16, avg_rank:1598.437500, Accuracy:0.000000
TypeNum:1489, icd_code:D_322.9, Count:16, avg_rank:1198.437500, Accuracy:0.000000
TypeNum:493, icd_code:D_789.07, Count:16, avg_rank:1669.437500, Accuracy:0.000000
TypeNum:1213, icd_code:D_277.4, Count:16, avg_rank:1880.500000, Accuracy:0.000000
TypeNum:2937, icd_code:D_404.93, Count:16, avg_rank:1988.687500, Accuracy:0.000000
TypeNum:1990, icd_code:D_518.3, Count:16, avg_rank:1395.875000, Accuracy:0.000000
TypeNum:1791, icd_code:D_560.2, Count:16, avg_rank:1223.437500, Accuracy:0.000000
TypeNum:1789, icd_code:D_V09.91, Count:16, avg_rank:1313.562500, Accuracy:0.000000
TypeNum:2247, icd_code:D_V10.72, Count:16, avg_rank:729.937500, Accuracy:0.000000
TypeNum:936, icd_code:D_286.0, Count:16, avg_rank:848.875000, Accuracy:0.000000
TypeNum:266, icd_code:D_041.84, Count:16, avg_rank:979.562500, Accuracy:0.000000
TypeNum:1672, icd_code:D_485, Count:16, avg_rank:659.562500, Accuracy:0.000000
TypeNum:2442, icd_code:D_759.89, Count:16, avg_rank:1246.750000, Accuracy:0.000000
TypeNum:620, icd_code:D_577.9, Count:16, avg_rank:1063.750000, Accuracy:0.000000
TypeNum:961, icd_code:D_608.86, Count:16, avg_rank:1465.437500, Accuracy:0.000000
TypeNum:926, icd_code:D_491.20, Count:16, avg_rank:1317.000000, Accuracy:0.000000
TypeNum:660, icd_code:D_455.5, Count:16, avg_rank:1198.437500, Accuracy:0.000000
TypeNum:837, icd_code:D_965.4, Count:15, avg_rank:538.800000, Accuracy:0.000000
TypeNum:1892, icd_code:D_530.21, Count:15, avg_rank:1817.666667, Accuracy:0.000000
TypeNum:3258, icd_code:D_290.0, Count:15, avg_rank:676.666667, Accuracy:0.000000
TypeNum:2041, icd_code:D_295.72, Count:15, avg_rank:901.733333, Accuracy:0.000000
TypeNum:1890, icd_code:D_440.8, Count:15, avg_rank:1663.666667, Accuracy:0.000000
TypeNum:1872, icd_code:D_569.82, Count:15, avg_rank:1024.400000, Accuracy:0.000000
TypeNum:1387, icd_code:D_747.0, Count:15, avg_rank:541.600000, Accuracy:0.666667
TypeNum:1590, icd_code:D_301.7, Count:15, avg_rank:383.466667, Accuracy:0.000000
TypeNum:1174, icd_code:D_786.2, Count:15, avg_rank:1578.066667, Accuracy:0.000000
TypeNum:333, icd_code:D_783.0, Count:15, avg_rank:1532.533333, Accuracy:0.000000
TypeNum:465, icd_code:D_784.2, Count:15, avg_rank:1208.266667, Accuracy:0.000000
TypeNum:1545, icd_code:D_V50.2, Count:15, avg_rank:6.533333, Accuracy:1.000000
TypeNum:1141, icd_code:D_521.00, Count:15, avg_rank:1000.466667, Accuracy:0.000000
TypeNum:828, icd_code:D_596.0, Count:15, avg_rank:1105.333333, Accuracy:0.000000
TypeNum:334, icd_code:D_432.9, Count:15, avg_rank:1182.333333, Accuracy:0.000000
TypeNum:1326, icd_code:D_366.8, Count:15, avg_rank:1778.000000, Accuracy:0.000000
TypeNum:2408, icd_code:D_711.06, Count:15, avg_rank:1746.666667, Accuracy:0.000000
TypeNum:1690, icd_code:D_478.30, Count:15, avg_rank:1436.400000, Accuracy:0.000000
TypeNum:313, icd_code:D_444.21, Count:15, avg_rank:1604.600000, Accuracy:0.000000
TypeNum:887, icd_code:D_285.8, Count:15, avg_rank:1272.933333, Accuracy:0.000000
TypeNum:1820, icd_code:D_197.1, Count:15, avg_rank:348.066667, Accuracy:0.133333
TypeNum:1270, icd_code:D_995.90, Count:15, avg_rank:1269.400000, Accuracy:0.000000
TypeNum:2191, icd_code:D_415.12, Count:15, avg_rank:868.266667, Accuracy:0.000000
TypeNum:568, icd_code:D_996.2, Count:15, avg_rank:1004.266667, Accuracy:0.000000
TypeNum:1504, icd_code:D_275.0, Count:15, avg_rank:838.466667, Accuracy:0.000000
TypeNum:1495, icd_code:D_V10.04, Count:15, avg_rank:1003.533333, Accuracy:0.000000
TypeNum:486, icd_code:D_451.84, Count:15, avg_rank:1255.600000, Accuracy:0.000000
TypeNum:1175, icd_code:D_623.8, Count:15, avg_rank:1086.333333, Accuracy:0.000000
TypeNum:914, icd_code:D_038.10, Count:15, avg_rank:1147.466667, Accuracy:0.000000
TypeNum:213, icd_code:D_V45.76, Count:15, avg_rank:1324.200000, Accuracy:0.000000
TypeNum:1758, icd_code:D_E878.5, Count:15, avg_rank:1120.400000, Accuracy:0.000000
TypeNum:2130, icd_code:D_E928.8, Count:15, avg_rank:1424.800000, Accuracy:0.000000
TypeNum:960, icd_code:D_041.02, Count:15, avg_rank:1397.666667, Accuracy:0.000000
TypeNum:114, icd_code:D_723.0, Count:15, avg_rank:1334.466667, Accuracy:0.000000
TypeNum:1781, icd_code:D_786.05, Count:15, avg_rank:1178.000000, Accuracy:0.000000
TypeNum:1780, icd_code:D_305.63, Count:15, avg_rank:2051.000000, Accuracy:0.000000
TypeNum:667, icd_code:D_E939.0, Count:15, avg_rank:1826.266667, Accuracy:0.000000
TypeNum:4261, icd_code:D_279.8, Count:15, avg_rank:376.133333, Accuracy:0.000000
TypeNum:2037, icd_code:D_787.3, Count:15, avg_rank:1520.866667, Accuracy:0.000000
TypeNum:1599, icd_code:D_536.8, Count:15, avg_rank:1536.533333, Accuracy:0.000000
TypeNum:2718, icd_code:D_V45.61, Count:15, avg_rank:1974.800000, Accuracy:0.000000
TypeNum:1361, icd_code:D_730.25, Count:15, avg_rank:1853.533333, Accuracy:0.000000
TypeNum:1605, icd_code:D_E929.8, Count:14, avg_rank:1111.000000, Accuracy:0.000000
TypeNum:2745, icd_code:D_197.5, Count:14, avg_rank:457.642857, Accuracy:0.000000
TypeNum:1827, icd_code:D_534.40, Count:14, avg_rank:719.357143, Accuracy:0.000000
TypeNum:647, icd_code:D_359.4, Count:14, avg_rank:1038.071429, Accuracy:0.000000
TypeNum:1940, icd_code:D_305.51, Count:14, avg_rank:1956.428571, Accuracy:0.000000
TypeNum:2335, icd_code:D_996.68, Count:14, avg_rank:944.000000, Accuracy:0.000000
TypeNum:617, icd_code:D_530.89, Count:14, avg_rank:1223.142857, Accuracy:0.000000
TypeNum:2128, icd_code:D_707.02, Count:14, avg_rank:770.714286, Accuracy:0.000000
TypeNum:1544, icd_code:D_537.84, Count:14, avg_rank:1146.428571, Accuracy:0.000000
TypeNum:1399, icd_code:D_368.8, Count:14, avg_rank:1714.785714, Accuracy:0.000000
TypeNum:2305, icd_code:D_441.02, Count:14, avg_rank:1326.857143, Accuracy:0.000000
TypeNum:803, icd_code:D_753.0, Count:14, avg_rank:1413.285714, Accuracy:0.000000
TypeNum:2172, icd_code:D_V09.81, Count:14, avg_rank:1601.500000, Accuracy:0.000000
TypeNum:475, icd_code:D_789.06, Count:14, avg_rank:1346.714286, Accuracy:0.000000
TypeNum:3099, icd_code:D_786.30, Count:14, avg_rank:1198.142857, Accuracy:0.000000
TypeNum:2149, icd_code:D_442.84, Count:14, avg_rank:793.500000, Accuracy:0.000000
TypeNum:835, icd_code:D_805.4, Count:14, avg_rank:1437.928571, Accuracy:0.000000
TypeNum:506, icd_code:D_423.2, Count:14, avg_rank:1259.428571, Accuracy:0.000000
TypeNum:1109, icd_code:D_802.0, Count:14, avg_rank:1597.714286, Accuracy:0.000000
TypeNum:1354, icd_code:D_566, Count:14, avg_rank:1211.785714, Accuracy:0.000000
TypeNum:595, icd_code:D_731.0, Count:14, avg_rank:818.428571, Accuracy:0.000000
TypeNum:1978, icd_code:D_368.46, Count:14, avg_rank:773.285714, Accuracy:0.000000
TypeNum:1751, icd_code:D_345.80, Count:14, avg_rank:820.857143, Accuracy:0.000000
TypeNum:1888, icd_code:D_289.0, Count:14, avg_rank:800.428571, Accuracy:0.000000
TypeNum:594, icd_code:D_293.9, Count:14, avg_rank:1070.642857, Accuracy:0.000000
TypeNum:1821, icd_code:D_V10.47, Count:14, avg_rank:1353.714286, Accuracy:0.000000
TypeNum:985, icd_code:D_619.1, Count:14, avg_rank:909.285714, Accuracy:0.000000
TypeNum:1967, icd_code:D_038.2, Count:14, avg_rank:900.357143, Accuracy:0.000000
TypeNum:211, icd_code:D_250.22, Count:14, avg_rank:987.428571, Accuracy:0.000000
TypeNum:2253, icd_code:D_759.82, Count:14, avg_rank:539.642857, Accuracy:0.071429
TypeNum:2095, icd_code:D_820.09, Count:14, avg_rank:1369.071429, Accuracy:0.000000
TypeNum:1512, icd_code:D_444.0, Count:13, avg_rank:830.000000, Accuracy:0.000000
TypeNum:1445, icd_code:D_305.20, Count:13, avg_rank:856.384615, Accuracy:0.000000
TypeNum:1855, icd_code:D_357.6, Count:13, avg_rank:647.230769, Accuracy:0.000000
TypeNum:646, icd_code:D_414.12, Count:13, avg_rank:718.000000, Accuracy:0.000000
TypeNum:953, icd_code:D_345.40, Count:13, avg_rank:1011.769231, Accuracy:0.000000
TypeNum:1208, icd_code:D_682.1, Count:13, avg_rank:1621.000000, Accuracy:0.000000
TypeNum:2267, icd_code:D_V10.02, Count:13, avg_rank:1177.076923, Accuracy:0.000000
TypeNum:756, icd_code:D_198.2, Count:13, avg_rank:522.692308, Accuracy:0.000000
TypeNum:196, icd_code:D_596.8, Count:13, avg_rank:1118.923077, Accuracy:0.000000
TypeNum:1019, icd_code:D_211.2, Count:13, avg_rank:1224.538462, Accuracy:0.000000
TypeNum:695, icd_code:D_569.84, Count:13, avg_rank:1513.307692, Accuracy:0.000000
TypeNum:14, icd_code:D_720.0, Count:13, avg_rank:1367.384615, Accuracy:0.000000
TypeNum:796, icd_code:D_197.3, Count:13, avg_rank:539.846154, Accuracy:0.000000
TypeNum:1523, icd_code:D_441.7, Count:13, avg_rank:667.000000, Accuracy:0.000000
TypeNum:549, icd_code:D_E930.9, Count:13, avg_rank:1647.692308, Accuracy:0.000000
TypeNum:1739, icd_code:D_295.32, Count:13, avg_rank:1331.230769, Accuracy:0.000000
TypeNum:2551, icd_code:D_E939.3, Count:13, avg_rank:1166.923077, Accuracy:0.000000
TypeNum:613, icd_code:D_513.0, Count:13, avg_rank:1113.461538, Accuracy:0.000000
TypeNum:1516, icd_code:D_162.2, Count:13, avg_rank:864.384615, Accuracy:0.000000
TypeNum:1047, icd_code:D_873.42, Count:13, avg_rank:1246.230769, Accuracy:0.000000
TypeNum:876, icd_code:D_E942.1, Count:13, avg_rank:1584.538462, Accuracy:0.000000
TypeNum:2339, icd_code:D_487.1, Count:13, avg_rank:1114.692308, Accuracy:0.000000
TypeNum:1695, icd_code:D_728.85, Count:13, avg_rank:2274.307692, Accuracy:0.000000
TypeNum:1349, icd_code:D_575.12, Count:13, avg_rank:1219.923077, Accuracy:0.000000
TypeNum:1650, icd_code:D_765.27, Count:13, avg_rank:9.153846, Accuracy:0.846154
TypeNum:1935, icd_code:D_E937.8, Count:13, avg_rank:1038.384615, Accuracy:0.000000
TypeNum:1581, icd_code:D_799.1, Count:13, avg_rank:1102.384615, Accuracy:0.000000
TypeNum:1518, icd_code:D_155.1, Count:13, avg_rank:226.384615, Accuracy:0.000000
TypeNum:510, icd_code:D_531.00, Count:13, avg_rank:1324.846154, Accuracy:0.000000
TypeNum:1271, icd_code:D_138, Count:13, avg_rank:830.615385, Accuracy:0.000000
TypeNum:3180, icd_code:D_784.5, Count:13, avg_rank:945.230769, Accuracy:0.000000
TypeNum:1508, icd_code:D_519.4, Count:13, avg_rank:715.615385, Accuracy:0.000000
TypeNum:1010, icd_code:D_359.81, Count:13, avg_rank:755.615385, Accuracy:0.000000
TypeNum:275, icd_code:D_337.3, Count:13, avg_rank:898.923077, Accuracy:0.000000
TypeNum:496, icd_code:D_443.89, Count:13, avg_rank:1438.692308, Accuracy:0.000000
TypeNum:749, icd_code:D_428.41, Count:13, avg_rank:1032.230769, Accuracy:0.000000
TypeNum:303, icd_code:D_E941.3, Count:13, avg_rank:1519.153846, Accuracy:0.000000
TypeNum:2175, icd_code:D_362.02, Count:13, avg_rank:406.461538, Accuracy:0.000000
TypeNum:1531, icd_code:D_410.42, Count:12, avg_rank:743.583333, Accuracy:0.000000
TypeNum:2146, icd_code:D_174.8, Count:12, avg_rank:979.083333, Accuracy:0.000000
TypeNum:942, icd_code:D_E939.8, Count:12, avg_rank:708.500000, Accuracy:0.000000
TypeNum:183, icd_code:D_934.0, Count:12, avg_rank:1181.500000, Accuracy:0.000000
TypeNum:1397, icd_code:D_596.4, Count:12, avg_rank:2289.666667, Accuracy:0.000000
TypeNum:1803, icd_code:D_782.0, Count:12, avg_rank:1370.833333, Accuracy:0.000000
TypeNum:1850, icd_code:D_584.8, Count:12, avg_rank:1797.666667, Accuracy:0.000000
TypeNum:530, icd_code:D_682.4, Count:12, avg_rank:1883.416667, Accuracy:0.000000
TypeNum:2831, icd_code:D_198.0, Count:12, avg_rank:723.416667, Accuracy:0.000000
TypeNum:1893, icd_code:D_238.79, Count:12, avg_rank:1306.916667, Accuracy:0.000000
TypeNum:1101, icd_code:D_257.2, Count:12, avg_rank:1593.250000, Accuracy:0.000000
TypeNum:2088, icd_code:D_342.91, Count:12, avg_rank:1373.166667, Accuracy:0.000000
TypeNum:798, icd_code:D_324.0, Count:12, avg_rank:1435.000000, Accuracy:0.000000
TypeNum:2552, icd_code:D_333.85, Count:12, avg_rank:1846.416667, Accuracy:0.000000
TypeNum:635, icd_code:D_873.0, Count:12, avg_rank:1034.583333, Accuracy:0.000000
TypeNum:1645, icd_code:D_156.1, Count:12, avg_rank:657.666667, Accuracy:0.000000
TypeNum:1378, icd_code:D_429.9, Count:12, avg_rank:1752.500000, Accuracy:0.000000
TypeNum:125, icd_code:D_V14.8, Count:12, avg_rank:2364.750000, Accuracy:0.000000
TypeNum:1811, icd_code:D_704.8, Count:12, avg_rank:1601.333333, Accuracy:0.000000
TypeNum:1485, icd_code:D_410.01, Count:12, avg_rank:1214.000000, Accuracy:0.000000
TypeNum:2180, icd_code:D_278.8, Count:12, avg_rank:1164.333333, Accuracy:0.000000
TypeNum:2706, icd_code:D_991.6, Count:12, avg_rank:1132.500000, Accuracy:0.000000
TypeNum:1880, icd_code:D_595.0, Count:12, avg_rank:1959.083333, Accuracy:0.000000
TypeNum:1554, icd_code:D_508.1, Count:12, avg_rank:1613.916667, Accuracy:0.000000
TypeNum:1668, icd_code:D_359.9, Count:12, avg_rank:1109.000000, Accuracy:0.000000
TypeNum:761, icd_code:D_218.9, Count:12, avg_rank:1040.750000, Accuracy:0.000000
TypeNum:3317, icd_code:D_290.41, Count:12, avg_rank:1458.000000, Accuracy:0.000000
TypeNum:1073, icd_code:D_769, Count:12, avg_rank:18.583333, Accuracy:0.833333
TypeNum:176, icd_code:D_920, Count:12, avg_rank:937.166667, Accuracy:0.000000
TypeNum:64, icd_code:D_438.0, Count:12, avg_rank:977.583333, Accuracy:0.000000
TypeNum:2579, icd_code:D_535.30, Count:12, avg_rank:1018.833333, Accuracy:0.000000
TypeNum:1856, icd_code:D_787.60, Count:12, avg_rank:1425.166667, Accuracy:0.000000
TypeNum:2044, icd_code:D_110.3, Count:12, avg_rank:1491.916667, Accuracy:0.000000
TypeNum:1123, icd_code:D_616.10, Count:12, avg_rank:1524.583333, Accuracy:0.000000
TypeNum:2661, icd_code:D_605, Count:12, avg_rank:1267.083333, Accuracy:0.000000
TypeNum:2216, icd_code:D_681.10, Count:12, avg_rank:1053.166667, Accuracy:0.000000
TypeNum:2927, icd_code:D_271.0, Count:12, avg_rank:2550.583333, Accuracy:0.000000
TypeNum:2202, icd_code:D_354.0, Count:12, avg_rank:1021.666667, Accuracy:0.000000
TypeNum:747, icd_code:D_E942.4, Count:12, avg_rank:1224.333333, Accuracy:0.000000
TypeNum:1709, icd_code:D_309.0, Count:12, avg_rank:2191.250000, Accuracy:0.000000
TypeNum:1016, icd_code:D_571.0, Count:11, avg_rank:1750.090909, Accuracy:0.000000
TypeNum:1824, icd_code:D_283.19, Count:11, avg_rank:1705.909091, Accuracy:0.000000
TypeNum:2258, icd_code:D_581.9, Count:11, avg_rank:1758.818182, Accuracy:0.000000
TypeNum:1018, icd_code:D_275.03, Count:11, avg_rank:1375.636364, Accuracy:0.000000
TypeNum:2337, icd_code:D_569.41, Count:11, avg_rank:2197.363636, Accuracy:0.000000
TypeNum:1906, icd_code:D_715.91, Count:11, avg_rank:1665.454545, Accuracy:0.000000
TypeNum:821, icd_code:D_309.28, Count:11, avg_rank:1753.545455, Accuracy:0.000000
TypeNum:1, icd_code:D_728.86, Count:11, avg_rank:1647.181818, Accuracy:0.000000
TypeNum:1998, icd_code:D_304.11, Count:11, avg_rank:1404.090909, Accuracy:0.000000
TypeNum:1059, icd_code:D_528.9, Count:11, avg_rank:1654.363636, Accuracy:0.000000
TypeNum:1172, icd_code:D_695.89, Count:11, avg_rank:1675.909091, Accuracy:0.000000
TypeNum:2121, icd_code:D_453.84, Count:11, avg_rank:1741.363636, Accuracy:0.000000
TypeNum:732, icd_code:D_273.2, Count:11, avg_rank:1732.363636, Accuracy:0.000000
TypeNum:2613, icd_code:D_446.29, Count:11, avg_rank:1796.363636, Accuracy:0.000000
TypeNum:1390, icd_code:D_779.81, Count:11, avg_rank:36.181818, Accuracy:0.727273
TypeNum:811, icd_code:D_999.89, Count:11, avg_rank:1476.363636, Accuracy:0.000000
TypeNum:1398, icd_code:D_438.7, Count:11, avg_rank:1640.000000, Accuracy:0.000000
TypeNum:3104, icd_code:D_780.99, Count:11, avg_rank:1220.181818, Accuracy:0.000000
TypeNum:606, icd_code:D_423.1, Count:11, avg_rank:957.636364, Accuracy:0.000000
TypeNum:2069, icd_code:D_780.4, Count:11, avg_rank:1097.727273, Accuracy:0.000000
TypeNum:1074, icd_code:D_771.81, Count:11, avg_rank:228.636364, Accuracy:0.545455
TypeNum:1480, icd_code:D_191.3, Count:11, avg_rank:441.727273, Accuracy:0.181818
TypeNum:2325, icd_code:D_V49.62, Count:11, avg_rank:2167.363636, Accuracy:0.000000
TypeNum:1187, icd_code:D_286.3, Count:11, avg_rank:1670.454545, Accuracy:0.000000
TypeNum:1269, icd_code:D_996.01, Count:11, avg_rank:909.454545, Accuracy:0.000000
TypeNum:1494, icd_code:D_151.0, Count:11, avg_rank:1246.000000, Accuracy:0.000000
TypeNum:171, icd_code:D_807.01, Count:11, avg_rank:1090.818182, Accuracy:0.000000
TypeNum:1428, icd_code:D_386.00, Count:11, avg_rank:1186.727273, Accuracy:0.000000
TypeNum:1510, icd_code:D_780.93, Count:11, avg_rank:1276.000000, Accuracy:0.000000
TypeNum:1712, icd_code:D_449, Count:11, avg_rank:1049.636364, Accuracy:0.000000
TypeNum:2265, icd_code:D_V46.1, Count:11, avg_rank:1541.818182, Accuracy:0.000000
TypeNum:978, icd_code:D_595.82, Count:11, avg_rank:910.454545, Accuracy:0.000000
TypeNum:1939, icd_code:D_556.6, Count:11, avg_rank:836.636364, Accuracy:0.090909
TypeNum:1209, icd_code:D_453.86, Count:11, avg_rank:1409.363636, Accuracy:0.000000
TypeNum:2514, icd_code:D_555.1, Count:11, avg_rank:1030.181818, Accuracy:0.000000
TypeNum:536, icd_code:D_V58.62, Count:11, avg_rank:1513.090909, Accuracy:0.000000
TypeNum:982, icd_code:D_593.3, Count:11, avg_rank:2074.090909, Accuracy:0.000000
TypeNum:774, icd_code:D_441.3, Count:11, avg_rank:946.727273, Accuracy:0.000000
TypeNum:1764, icd_code:D_996.63, Count:11, avg_rank:1994.181818, Accuracy:0.000000
TypeNum:1127, icd_code:D_788.39, Count:11, avg_rank:1253.090909, Accuracy:0.000000
TypeNum:479, icd_code:D_228.04, Count:11, avg_rank:1655.636364, Accuracy:0.000000
TypeNum:1975, icd_code:D_V49.71, Count:11, avg_rank:907.818182, Accuracy:0.000000
TypeNum:1191, icd_code:D_E934.8, Count:11, avg_rank:1413.818182, Accuracy:0.000000
TypeNum:1497, icd_code:D_174.9, Count:11, avg_rank:1081.000000, Accuracy:0.000000
TypeNum:2330, icd_code:D_905.4, Count:11, avg_rank:809.181818, Accuracy:0.000000
TypeNum:2650, icd_code:D_V15.41, Count:11, avg_rank:2351.545455, Accuracy:0.000000
TypeNum:2535, icd_code:D_451.89, Count:11, avg_rank:1947.545455, Accuracy:0.000000
TypeNum:2100, icd_code:D_289.89, Count:11, avg_rank:1295.818182, Accuracy:0.000000
TypeNum:794, icd_code:D_394.1, Count:11, avg_rank:1263.181818, Accuracy:0.000000
TypeNum:2662, icd_code:D_722.52, Count:11, avg_rank:1216.545455, Accuracy:0.000000
TypeNum:589, icd_code:D_478.29, Count:11, avg_rank:1311.000000, Accuracy:0.000000
TypeNum:2559, icd_code:D_747.81, Count:11, avg_rank:629.454545, Accuracy:0.090909
TypeNum:3035, icd_code:D_202.00, Count:11, avg_rank:747.727273, Accuracy:0.000000
TypeNum:1380, icd_code:D_277.3, Count:11, avg_rank:1647.000000, Accuracy:0.000000
TypeNum:144, icd_code:D_304.03, Count:11, avg_rank:950.090909, Accuracy:0.000000
TypeNum:1785, icd_code:D_205.01, Count:11, avg_rank:580.272727, Accuracy:0.000000
TypeNum:2084, icd_code:D_054.2, Count:11, avg_rank:1392.454545, Accuracy:0.000000
TypeNum:2228, icd_code:D_V85.42, Count:11, avg_rank:1598.545455, Accuracy:0.000000
TypeNum:495, icd_code:D_789.04, Count:11, avg_rank:2140.363636, Accuracy:0.000000
TypeNum:3398, icd_code:D_341.9, Count:11, avg_rank:599.000000, Accuracy:0.000000
TypeNum:1327, icd_code:D_695.3, Count:10, avg_rank:2063.200000, Accuracy:0.000000
TypeNum:1029, icd_code:D_424.90, Count:10, avg_rank:2151.300000, Accuracy:0.000000
TypeNum:1103, icd_code:D_733.19, Count:10, avg_rank:1465.600000, Accuracy:0.000000
TypeNum:1444, icd_code:D_707.11, Count:10, avg_rank:1188.900000, Accuracy:0.000000
